Name,SpTopt,SpTnir,SpT,GravOpt,GravNIR,Binary,Young,PS1,PS1gmag,e_PS1gmag,PS1rmag,e_PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,AllWISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Gmag,e_Gmag,RAJ2000,DEJ2000,PS1ep,Epoch,pmRA,e_pmRA,pmDE,e_pmDE,pm,e_pm,pmPA,e_pmPA,plx,e_plx,Dist,e_Dist,vtan,e_vtan
SDSS_J082848.85+332209.5   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J127.2034+33.3692,20.9,0.03,19.63,0.01,17.75,0.01,16.87,0.01,16.44,0.01,J08284885+3322095,15.11,0.04,14.53,0.05,14.19,0.05,J082848.84+332209.3,14.07,0.03,13.84,0.05,12.42,     ,18.3,0.01,127.203489,33.369247,2014.656728,56897.87,-10.8,1.9,-12.2,0.9,16.3,1.4,221.3,5.4,      ,     ,152.05,14.02,11.7,1.5
SDSS_J082852.23+272340.9   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J127.2176+27.3946,20.66,0.02,19.36,0.01,17.5,0.01,16.66,0.01,16.22,0.01,J08285223+2723410,14.9,0.03,14.31,0.04,14.02,0.05,J082852.22+272340.7,13.81,0.03,13.6,0.03,12.02,     ,18.07,0.01,127.217608,27.394608,2012.155784,55984.4,-10.1,2.2,-22.9,2.2,25.1,2.2,203.9,5.1,      ,     ,135.79,12.52,16.1,2.1
SDSS_J082857.42+470654.5   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J127.2388+47.1148,19.46,0.01,18.15,0.01,16.32,0.01,15.44,0.01,14.98,0.01,J08285745+4706544,13.67,0.02,13.05,0.02,12.82,0.03,J082857.35+470653.8,12.54,0.02,12.37,0.03,11.94,0.32,16.83,0.01,127.238814,47.114886,2014.675756,56904.82,-84.8,2.1,-56.8,1.9,102.1,2,236.2,1.1,      ,     ,78.67,7.25,38.1,3.6
SDSS_J082901.11+263257.4   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J127.2546+26.5492,18.63,0.01,17.39,0.01,16.17,0.01,15.62,0.01,15.35,0.01,J08290111+2632572,14.16,0.03,13.56,0.03,13.34,0.03,J082901.12+263257.4,13.21,0.03,13.02,0.03,11.86,     ,16.72,0.01,127.254684,26.54928,2014.55666,56861.32,5,1.5,11.6,1.1,12.6,1.1,23.2,6.5,      ,     ,231.6,21.35,13.8,1.8
SDSS_J082920.80+221650.6   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J127.3366+22.2806,19.06,0.01,17.88,0.01,16.68,0.01,16.14,0.01,15.88,0.01,J08292079+2216508,14.61,0.04,13.91,0.03,13.71,0.04,J082920.79+221650.4,13.66,0.03,13.57,0.04,12.42,     ,17.22,0.01,127.336647,22.280642,2014.414292,56809.32,-5.3,1,-25.8,1.7,26.4,1.6,191.7,2.3,      ,     ,291.95,26.92,36.5,4.1
SDSS_J082921.12+253227.7   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J127.3379+25.5409,19.2,0.01,17.97,0.01,16.84,0.01,16.34,0.01,16.1,0.01,J08292112+2532277,14.89,0.04,14.29,0.04,14.03,0.05,J082921.11+253227.6,13.97,0.03,13.82,0.04,12.17,     ,17.37,0.01,127.337968,25.540981,2014.404627,56805.79,-14.6,0.7,-7.5,1.3,16.4,0.9,242.7,4.3,      ,     ,314.42,28.99,24.5,2.6
SDSS_J082944.86+204924.0   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J127.4369+20.8232,19.28,0.01,18.02,0.01,16.59,0.01,15.95,0.01,15.61,0.01,J08294485+2049242,14.37,0.03,13.76,0.03,13.54,0.04,J082944.85+204923.7,13.35,0.03,13.23,0.03,11.9,     ,17.14,0.01,127.436927,20.823266,2014.505708,56842.71,1.7,1,-21.6,0.8,21.6,0.8,175.6,2.6,      ,     ,172.43,15.9,17.7,1.8
SDSS_J082959.68+265657.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J127.4986+26.9492,18.25,0.01,17.26,0.01,16.15,0.01,15.67,0.01,15.4,0.01,J08295966+2656574,14.24,0.03,13.62,0.03,13.39,0.03,J082959.67+265657.5,13.29,0.03,13.14,0.03,11.84,     ,16.69,0.01,127.498669,26.949292,2014.350527,56786.03,-1.2,2.3,12.1,6,12.2,5.6,354.5,25.2,      ,     ,228.84,21.1,13.2,6.2
SDSS_J083002.34+264243.9   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J127.5096+26.7121,18.13,0.01,16.98,0.01,15.69,0.01,15.13,0.01,14.83,0.01,J08300235+2642438,13.61,0.02,12.95,0.02,12.73,0.02,J083002.32+264243.6,12.58,0.02,12.5,0.03,12.11,     ,16.25,0.01,127.509663,26.712108,2014.445038,56820.55,-29.2,1.8,-22.7,3.1,37,2.4,232.2,4.2,      ,     ,185.75,17.13,32.6,3.7
SDSS_J083004.61+285453.0   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J127.5192+28.9145,21,0.03,19.62,0.01,17.74,0.01,16.89,0.01,16.45,0.01,J08300460+2854532,15.14,0.04,14.56,0.05,14.15,0.05,J083004.61+285452.4,14.04,0.03,13.83,0.04,12.27,0.43,18.3,0.01,127.519212,28.914519,2014.555181,56860.78,-1,3.4,-53.9,12.9,53.9,12.7,181,4,      ,     ,151.39,13.96,38.7,9.8
SDSS_J083012.38+332105.1   ,M0         ,                 ,M0             ,     ,      ,      ,    ,J127.5520+33.3505,18.09,0.01,16.72,0.01,16.03,0.01,15.73,0.01,15.54,0.01,J08301236+3321057,14.43,0.04,13.97,0.05,13.81,0.05,J083012.47+332102.5,13.56,0.03,13.39,0.03,12.5,     ,16.48,0.01,127.552026,33.350557,2011.887967,55886.58,132.4,2.2,-309.5,2.2,336.7,2.2,156.8,0.4,      ,     ,493.63,45.51,787.8,72.8
SDSS_J083035.90+254808.5   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J127.6494+25.8022,19.24,0.01,18.07,0.01,16.5,0.01,15.79,0.01,15.43,0.01,J08303590+2548085,14.2,0.03,13.64,0.03,13.36,0.03,J083035.87+254808.2,13.19,0.02,13,0.03,11.69,0.31,17.05,0.01,127.649471,25.802231,2014.462341,56826.87,-24.9,0.8,-34.8,1.1,42.8,1,215.6,1.2,      ,     ,165.4,15.25,33.6,3.2
SDSS_J083059.80+263700.3   ,M1         ,                 ,M1             ,     ,      ,      ,    ,J127.7491+26.6167,19.07,0.01,17.8,0.01,16.86,0.01,16.43,0.01,16.22,0.01,J08305981+2637003,15.03,0.04,14.45,0.05,14.27,0.05,J083059.80+263700.3,14.1,0.03,13.95,0.05,12.55,     ,17.35,0.01,127.749168,26.616719,2014.48178,56833.97,-32.1,15.6,-15.2,4.8,35.5,13.3,244.7,19.2,      ,     ,608.75,56.13,102.5,39.6
SDSS_J083135.97+234151.0   ,M7         ,                 ,M7             ,     ,      ,      ,    ,J127.9000+23.6975,20.86,0.05,19.41,0.02,16.92,0.01,15.81,0.01,15.18,0.01,J08313594+2341508,13.73,0.02,13.15,0.02,12.81,0.03,J083135.99+234151.2,12.59,0.02,12.38,0.03,12.32,0.47,     ,     ,127.900037,23.697583,2012.493306,56107.68,69.1,3,24.2,3.3,73.2,3.1,70.7,2.6,      ,     ,45.04,7.48,15.6,2.7
SDSS_J083152.75+042143.5   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J127.9697+04.3620,19.18,0.02,17.92,0.01,16.94,0.01,16.5,0.01,16.2,0.01,J08315274+0421436,14.92,0.05,14.29,0.04,14.07,0.06,J083152.74+042143.5,13.9,0.03,13.68,0.04,11.87,     ,     ,     ,127.969775,4.362066,2012.71384,56188.23,-11.4,3.7,-9.8,4.6,15,4,229.2,17,      ,     ,478.4,44.11,34.1,9.6
SDSS_J083153.63+214328.6   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J127.9733+21.7245,18.97,0.01,17.78,0.01,16.78,0.01,16.34,0.01,16.11,0.02,J08315363+2143286,14.92,0.04,14.29,0.04,14.07,0.05,J083153.60+214328.2,13.93,0.03,13.74,0.04,11.99,     ,17.41,0.01,127.973383,21.724525,2014.407118,56806.7,-14.3,2.8,4.3,17.5,14.9,8.3,286.9,42.9,      ,     ,445.6,41.08,31.5,17.8
SDSS_J083154.87+535143.6   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J127.9784+53.8618,20.23,0.01,19.01,0.01,17.26,0.01,16.45,0.01,16.06,0.01,J08315487+5351435,14.75,0.04,14.2,0.05,13.77,0.04,J083154.83+535143.0,13.65,0.03,13.45,0.03,11.99,     ,17.8,0.01,127.978421,53.861886,2014.59269,56874.48,-33.3,4.2,-59.8,5.8,68.4,5.5,209.1,3.9,      ,     ,121.36,11.19,39.4,4.8
SDSS_J083157.46+415046.2   ,M7         ,                 ,M7             ,     ,      ,      ,    ,J127.9885+41.8455,21.2,0.02,19.91,0.02,17.39,0.01,16.26,0.01,15.66,0.01,J08315749+4150466,14.2,0.03,13.63,0.03,13.28,0.03,J083157.30+415044.5,13.07,0.02,12.87,0.03,11.77,     ,     ,     ,127.988597,41.845574,2013.058508,56314.12,-200.5,1.5,-183.5,1.5,271.8,1.5,227.5,0.3,      ,     ,56.47,9.39,72.8,12.1
SDSS_J083159.35+253554.2   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J127.9971+25.5982,20.54,0.03,19.19,0.01,17.35,0.01,16.49,0.01,16.06,0.01,J08315935+2535544,14.75,0.03,14.1,0.03,13.83,0.04,J083159.32+253553.8,13.65,0.03,13.43,0.04,12.25,     ,17.92,0.01,127.99717,25.598265,2014.503765,56842,-29.6,0.8,-37.6,2.7,47.9,2.2,218.2,2.2,      ,     ,126.47,11.66,28.7,3
SDSS_J083212.42+205909.5   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J128.0516+20.9858,18.99,0.01,17.8,0.01,16.36,0.01,15.74,0.01,15.42,0.01,J08321244+2059100,14.26,0.03,13.64,0.03,13.46,0.03,J083212.41+205909.1,13.27,0.03,13.07,0.03,12.07,     ,16.92,0.01,128.051685,20.98581,2014.530349,56851.71,-35.4,1,-54.1,1.3,64.7,1.2,213.2,1,      ,     ,155.12,14.3,47.6,4.5
SDSS_J083223.13+225847.5   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.0963+22.9798,19.17,0.01,17.97,0.01,16.92,0.01,16.46,0.01,16.24,0.01,J08322313+2258476,15.12,0.04,14.36,0.04,14.25,0.06,J083223.12+225847.3,14.09,0.03,13.97,0.04,12.39,     ,17.45,0.01,128.096347,22.979823,2014.512389,56845.15,-14.6,2.5,-13.5,1.1,19.8,1.9,227.2,5.5,      ,     ,474.89,43.78,44.7,6
SDSS_J083229.72+263915.1   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.1238+26.6540,18.33,0.01,17.13,0.01,16.03,0.01,15.55,0.01,15.31,0.01,J08322971+2639152,14.17,0.03,13.54,0.03,13.26,0.03,J083229.73+263914.8,13.15,0.02,13.02,0.03,11.69,     ,16.56,0.01,128.123894,26.654082,2014.357865,56788.71,14.2,1.4,-31.9,1.9,35,1.8,156,2.4,      ,     ,315.3,29.07,52.3,5.5
SDSS_J083231.53+474807.8   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J128.1315+47.8010,18.28,0.01,16.94,0.01,15.05,0.01,14.19,0.01,13.76,0.01,J08323152+4748087,12.41,0.02,11.79,0.02,11.45,0.02,J083231.55+474804.5,11.28,0.02,11.09,0.02,10.94,0.11,     ,     ,128.131518,47.801093,2012.08219,55957.52,51.7,15.8,-347.2,7.7,351,7.9,171.5,2.5,      ,     ,43.95,4.05,73.1,6.9
SDSS_J083233.77+223006.6   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.1406+22.5017,19.15,0.01,17.98,0.01,16.82,0.01,16.31,0.01,16.05,0.01,J08323378+2230065,14.79,0.04,14.24,0.04,14.06,0.05,J083233.76+223006.5,13.92,0.03,13.83,0.04,12.26,     ,17.38,0.01,128.140656,22.501798,2014.440164,56818.77,-20.1,1.2,-4.8,0.8,20.7,1.1,256.6,2.2,      ,     ,311.6,28.73,30.5,3.3
SDSS_J083234.74+482036.3   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J128.1443+48.3432,20.36,0.02,19.02,0.01,17.28,0.01,16.47,0.01,16.04,0.01,J08323473+4820364,14.77,0.04,14.07,0.04,13.77,0.04,J083234.65+482035.8,13.57,0.02,13.41,0.03,12.72,     ,17.83,0.01,128.1443,48.34325,2014.616099,56883.03,-77.1,3.4,-28.9,4,82.4,3.4,249.5,2.7,      ,     ,122.29,11.28,47.8,4.8
SDSS_J083249.38+444644.5   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.2058+44.7789,18.86,0.01,17.71,0.02,16.61,0.01,16.1,0.01,15.84,0.01,J08324936+4446445,14.55,0.04,13.99,0.05,13.62,0.05,J083249.40+444644.3,13.41,0.02,13.28,0.03,12.34,0.4,17.23,0.01,128.205846,44.778932,2014.545024,56857.07,10.1,19.3,-28.4,1.9,30.2,7.9,160.4,29.1,      ,     ,410.99,37.89,58.8,16.3
SDSS_J083250.65+273140.3   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.2110+27.5278,19.2,0.01,18,0.01,16.99,0.01,16.54,0.01,16.33,0.01,J08325066+2731404,15.17,0.04,14.45,0.04,14.32,0.06,J083250.64+273140.2,14.23,0.03,14.16,0.05,12.37,     ,17.49,0.01,128.211045,27.527824,2014.411581,56808.33,-8.6,2.1,-9.3,1.3,12.7,1.7,222.6,7.9,      ,     ,490.11,45.19,29.5,4.7
SDSS_J083311.10+201604.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.2961+20.2677,18.99,0.01,17.69,0.01,16.36,0.01,15.76,0.01,15.46,0.01,J08331111+2016042,14.2,0.02,13.66,0.02,13.45,0.03,J083311.08+201604.0,13.23,0.02,13.05,0.03,12.4,     ,17.25,0.01,128.296145,20.267777,2014.49911,56840.3,-20.3,11.9,-1.7,6.5,20.4,10.5,265.2,42.1,      ,     ,252.12,23.25,24.4,12.8
SDSS_J083312.76+240145.8   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.3031+24.0292,19.1,0.01,17.92,0.01,16.6,0.01,16.01,0.01,15.73,0.01,J08331276+2401460,14.52,0.03,13.87,0.03,13.7,0.04,J083312.75+240145.5,13.6,0.03,13.39,0.03,12.55,     ,17.14,0.01,128.303168,24.029276,2014.631266,56888.57,-3.2,2.7,-36.4,2.3,36.6,2.3,185,4.2,      ,     ,281.92,25.99,48.9,5.5
SDSS_J083327.52+215455.4   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.3646+21.9153,18.99,0.01,17.76,0.01,16.75,0.01,16.3,0.01,16.08,0.01,J08332751+2154555,14.9,0.04,14.27,0.04,14,0.04,J083327.51+215455.4,13.98,0.03,13.87,0.04,11.97,     ,17.27,0.01,128.36466,21.91538,2014.527009,56850.49,-6.2,2.1,-4.4,1.2,7.6,1.8,234.7,12.6,      ,     ,439.47,40.52,15.8,4
SDSS_J083340.21+331747.4   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J128.4175+33.2963,20.96,0.02,19.64,0.01,17.76,0.01,16.87,0.01,16.39,0.01,J08334021+3317474,15.09,0.04,14.45,0.05,14.1,0.06,J083340.21+331747.0,13.93,0.03,13.72,0.04,12.58,     ,18.38,0.01,128.417588,33.296356,2014.67499,56904.54,3,1.5,-37.1,2.2,37.2,2.2,175.3,2.3,      ,     ,153.07,14.11,27,3
SDSS_J083344.80+090332.4   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.4366+09.0589,19.19,0.01,18,0.01,16.96,0.01,16.49,0.01,16.25,0.01,J08334479+0903325,15.08,0.04,14.5,0.05,14.21,0.05,J083344.78+090332.2,14.19,0.03,14.03,0.04,12.28,     ,17.43,0.02,128.436622,9.058912,2014.720055,56921,-4.7,1.5,-18.4,1.3,19,1.3,194.5,4.4,      ,     ,482.11,44.45,43.4,5
SDSS_J083346.58+232116.9   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.4440+23.3547,18.7,0.01,17.47,0.01,16.47,0.01,16.03,0.01,15.8,0.01,J08334658+2321169,14.62,0.03,14.13,0.04,13.9,0.05,J083346.56+232117.0,13.71,0.03,13.55,0.04,12.15,     ,16.97,0.01,128.44402,23.354727,2012.347214,56054.32,-30.3,1.9,4,2.1,30.5,1.9,277.4,3.9,      ,     ,384.6,35.46,55.7,6.2
SDSS_J083350.49+082811.1   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J128.4603+08.4697,18.67,0.01,17.46,0.01,15.97,0.01,15.32,0.01,14.98,0.01,J08335047+0828110,13.78,0.03,13.17,0.03,12.87,0.03,J083350.48+082811.0,12.74,0.02,12.57,0.03,11.75,0.39,16.53,0.01,128.460352,8.469734,2014.685585,56908.41,1.7,1.2,1.3,1.8,2.1,1.3,51.9,51.4,      ,     ,129.31,11.92,1.3,0.8
SDSS_J083403.53+234308.2   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.5146+23.7189,18.36,0.01,17.15,0.01,15.88,0.01,15.31,0.01,15.02,0.01,J08340352+2343082,13.82,0.03,13.14,0.03,12.95,0.03,J083403.51+234308.1,12.82,0.03,12.61,0.03,12.11,0.5,16.43,0.01,128.514657,23.718925,2014.46078,56826.3,-22.9,4.2,-6.9,3,23.9,4.1,253.2,7.7,      ,     ,202.05,18.63,22.9,4.5
SDSS_J083405.41+223139.7   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J128.5224+22.5275,20.18,0.03,18.87,0.01,16.96,0.01,16.09,0.01,15.62,0.01,J08340540+2231398,14.27,0.03,13.66,0.03,13.32,0.03,J083405.40+223139.4,13.15,0.02,12.96,0.03,12,     ,17.5,0.01,128.522487,22.527554,2014.485229,56835.23,-11.9,1,-37.7,0.8,39.5,0.8,197.5,1.5,      ,     ,105.83,9.76,19.8,1.9
SDSS_J083408.83+273802.9   ,M1         ,                 ,M1             ,     ,      ,      ,    ,J128.5367+27.6341,18.96,0.01,17.77,0.01,16.68,0.01,16.22,0.01,15.97,0.01,J08340883+2738029,14.85,0.04,14.2,0.04,13.98,0.05,J083408.83+273802.9,13.79,0.03,13.71,0.04,12.48,     ,17.22,0.01,128.53678,27.634114,2014.39269,56801.43,-8.7,0.9,-8.8,1,12.4,0.9,224.5,4.4,      ,     ,560.23,51.65,33,3.9
SDSS_J083412.78+084047.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.5532+08.6797,19.04,0.01,17.84,0.01,16.53,0.01,15.95,0.01,15.67,0.01,J08341277+0840475,14.49,0.03,13.88,0.04,13.63,0.04,J083412.78+084047.3,13.45,0.03,13.29,0.03,12.15,0.42,17.07,0.01,128.553276,8.679756,2014.513758,56845.65,0.3,0.8,-31,1.6,31,1.6,179,1.4,      ,     ,273.24,25.19,40.1,4.2
SDSS_J083414.70+085622.2   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J128.5611+08.9393,19,0.01,17.77,0.01,16.18,0.01,15.44,0.01,15.06,0.01,J08341469+0856223,13.79,0.03,13.13,0.03,12.86,0.02,J083414.68+085621.7,12.7,0.02,12.49,0.03,11.92,0.39,16.71,0.01,128.561188,8.939308,2014.447201,56821.34,-27.3,1.9,-48.9,3.4,56,3.1,209.2,2.4,      ,     ,142.4,13.13,37.8,4.1
SDSS_J083415.39+083938.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.5641+08.6606,18.7,0.01,17.55,0.01,16.45,0.01,15.96,0.01,15.72,0.01,J08341538+0839383,14.59,0.03,13.96,0.04,13.82,0.04,J083415.38+083938.3,13.66,0.03,13.53,0.03,11.72,     ,16.96,0.01,128.564121,8.660617,2014.463518,56827.3,-8.7,1.1,-4.2,1,9.6,1,244.3,6,      ,     ,263.32,24.28,12,1.7
SDSS_J083418.73+063929.3   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J128.5779+06.6581,20.6,0.02,19.35,0.01,17.52,0.01,16.66,0.01,16.21,0.01,J08341872+0639294,14.86,0.03,14.22,0.04,13.82,0.04,J083418.71+063929.2,13.73,0.03,13.55,0.04,11.94,     ,18.05,0.02,128.577972,6.658112,2014.668419,56902.14,-31.7,3.3,2.4,5.3,31.8,3.3,274.3,9.5,      ,     ,136.74,12.61,20.6,2.9
SDSS_J083434.86+084252.0   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.6452+08.7143,19.12,0.01,17.86,0.01,16.76,0.01,16.28,0.01,16.03,0.01,J08343485+0842521,14.86,0.04,14.24,0.04,14.05,0.05,J083434.86+084251.7,13.91,0.03,13.74,0.04,12.45,     ,     ,     ,128.6453,8.714353,2012.526544,56119.82,21.9,1.4,-28,1.5,35.5,1.5,142,2.3,      ,     ,303.18,27.95,51.1,5.2
SDSS_J083436.53+262059.3   ,M1         ,                 ,M1             ,     ,      ,      ,    ,J128.6521+26.3497,19.15,0.01,17.94,0.01,16.99,0.01,16.57,0.01,16.36,0.01,J08343654+2620594,15.19,0.04,14.55,0.04,14.38,0.06,J083436.52+262059.2,14.24,0.03,14.16,0.05,11.78,     ,17.49,0.01,128.652154,26.349731,2014.537303,56854.25,-14.7,2,-19.9,0.7,24.7,1.3,216.4,3.9,      ,     ,647.09,59.66,75.9,8.1
SDSS_J083442.72+215922.8   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.6780+21.9896,18.97,0.01,17.74,0.01,16.75,0.01,16.31,0.01,16.07,0.01,J08344272+2159227,14.91,0.03,14.33,0.04,14.06,0.05,J083442.71+215922.7,13.92,0.03,13.84,0.04,11.84,     ,17.25,0.01,128.67802,21.989637,2014.391321,56800.93,-0.2,1.5,-6.4,0.8,6.4,0.8,182,13.2,      ,     ,437.95,40.38,13.2,2.1
SDSS_J083456.55+290149.0   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J128.7355+29.0303,19.65,0.01,18.29,0.01,16.78,0.01,16.12,0.01,15.8,0.01,J08345656+2901486,14.6,0.03,14.02,0.03,13.71,0.04,J083456.53+290149.3,13.54,0.03,13.34,0.03,12.22,0.44,17.37,0.01,128.735559,29.030362,2011.697139,55816.88,-25.5,2,62.1,9,67.2,8.4,337.7,3.5,      ,     ,187.96,17.33,59.9,9.3
SDSS_J083500.72+282845.0   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J128.7529+28.4789,19.41,0.01,18.1,0.01,16.07,0.01,15.17,0.01,14.72,0.01,J08350072+2828453,13.39,0.02,12.85,0.02,12.49,0.02,J083500.70+282844.4,12.32,0.02,12.11,0.02,11.65,0.26,16.67,0.01,128.752907,28.478923,2014.537851,56854.45,-23.9,1.2,-78.5,0.8,82.1,0.9,196.9,0.8,      ,     ,70.03,6.46,27.2,2.5
SDSS_J083506.12+321922.1   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J128.7755+32.3226,20.89,0.04,19.43,0.01,17.43,0.01,16.48,0.01,15.98,0.01,J08350611+3219224,14.65,0.03,13.95,0.03,13.72,0.04,J083506.14+321921.8,13.41,0.03,13.19,0.03,12.18,     ,     ,     ,128.775588,32.322673,2012.01462,55932.84,24.9,1.8,-51.2,1.8,57,1.8,154.1,1.8,      ,     ,73.35,12.19,19.8,3.4
SDSS_J083523.47+235649.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.8478+23.9470,19.1,0.01,17.82,0.01,16.57,0.01,16.01,0.01,15.75,0.01,J08352346+2356492,14.55,0.03,14.01,0.03,13.7,0.04,J083523.48+235649.3,13.57,0.02,13.41,0.03,12.49,     ,17.12,0.01,128.847867,23.947048,2014.441615,56819.3,17.5,1.4,10.3,0.8,20.3,1.3,59.6,2.8,      ,     ,277.86,25.62,26.8,3
SDSS_J083525.32+240416.2   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J128.8554+24.0711,18.75,0.01,17.55,0.01,16.64,0.01,16.24,0.01,16.04,0.01,J08352531+2404160,14.91,0.03,14.26,0.04,13.98,0.04,J083525.30+240416.1,13.91,0.03,13.86,0.04,11.87,     ,17.13,0.01,128.855424,24.071145,2014.512936,56845.35,-12.8,1.9,3,1.3,13.1,1.8,283.3,6,      ,     ,416.28,38.38,25.9,4.3
SDSS_J083526.56+403437.7   ,M0         ,                 ,M0             ,     ,      ,      ,    ,J128.8605+40.5771,18.08,0.01,16.88,0.01,16.26,0.01,15.97,0.01,15.82,0.01,J08352656+4034381,14.67,0.03,14.03,0.03,13.95,0.04,J083526.54+403437.6,13.77,0.03,13.82,0.04,12.02,     ,16.66,0.01,128.860587,40.577128,2014.577741,56869.02,-14.4,1.7,-9.5,2.1,17.2,1.8,236.5,6.7,      ,     ,548.73,50.59,44.8,6.3
SDSS_J083527.74+074655.6   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J128.8655+07.7821,19.09,0.01,17.87,0.01,16.55,0.01,15.96,0.01,15.66,0.01,J08352773+0746556,14.43,0.03,13.8,0.04,13.65,0.03,J083527.72+074655.6,13.48,0.03,13.31,0.03,12.17,     ,17.04,0.01,128.865548,7.782116,2014.680246,56906.46,-12.7,2.7,-0.4,1.3,12.8,2.7,268.3,6.3,      ,     ,275.23,25.38,16.6,3.9
SDSS_J083601.47+234852.1   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J129.0061+23.8144,19.2,0.01,18,0.01,16.92,0.01,16.45,0.01,16.2,0.01,J08360147+2348520,15.04,0.04,14.46,0.04,14.09,0.05,J083601.47+234852.1,14.06,0.03,13.94,0.05,12.47,     ,17.45,0.01,129.006134,23.814449,2014.481342,56833.81,-3.8,0.7,-2,0.9,4.3,0.8,242.3,11.3,      ,     ,473.55,43.66,9.7,1.9
